TotalPop,UninsuredPop,MedHouseInc,GEOID
6243,204,143017,06111007607
5992,149,52671,06099003909
5330,36,94940,06099000101
4136,103,102500,06099000102
4519,273,63821,06099000806
5329,211,62279,06099000304
4029,97,71146,06099000403
5680,223,62315,06099000505
4870,133,62019,06099000911
2864,84,61049,06099002803
8359,323,79705,06099002902
4319,253,92500,06099003905
2428,92,30397,06099003908
6944,217,64416,06099002501
9218,401,93060,06099003604
17848,1156,76440,06099003202
6451,284,36962,06099001603
6206,461,38375,06099002200
7837,351,52770,06099003002
7963,438,65202,06099000202
6076,224,71595,06099003300
4806,195,48418,06099003201
7359,488,29406,06067006201
7004,322,45544,06067006500
7336,454,60538,06067007014
4274,149,80945,06067007206
2081,65,52656,06067007504
4542,139,98025,06067008005
4416,165,47033,06067008135
3720,121,44189,06067008139
4142,190,58365,06067008143
2847,111,87727,06067008144
5458,179,50234,06067008907
2706,105,86797,06111008005
3086,63,89444,06067008912
6865,483,57389,06067007011
19689,1119,120247,06073013313
5160,110,99974,06073013411
4916,278,79395,06073015100
2619,90,129318,06073015403
4747,316,71360,06095253108
4123,62,70337,06095253203
4160,241,53042,06095252608
3739,108,109306,06095252107
6226,354,49989,06095252605
3857,82,114792,06095252903
3211,72,57634,06095251701
4739,128,89554,06095252000
3305,85,113319,06095252105
5465,226,55273,06095252606
4437,298,74161,06095252703
5233,220,62218,06095252707
4788,213,107688,06095253201
3529,73,64441,06095250701
2654,283,22188,06095250900
2623,87,70417,06095251702
6173,436,62222,06095251902
5963,283,74506,06095251903
5659,130,145943,06095252104
3471,102,112335,06095252909
5610,138,98056,06095252910
2648,70,87639,06095253300
4355,124,61739,06095250200
2654,130,50306,06095251000
3485,114,94036,06095251804
4186,117,104875,06095252106
3038,65,55802,06095250300
3578,74,83194,06095250502
5753,139,91389,06095252103
5549,294,61719,06095252402
2106,109,44438,06095252502
9608,320,88825,06059074200
6300,433,55984,06059074408
5288,356,49619,06059074805
9933,447,50658,06059074901
5267,271,44276,06059075004
3857,94,79931,06059075504
5894,158,96113,06041104200
5598,228,95638,06041106002
2290,60,224500,06041118100
5453,137,147763,06041121100
1825,27,85903,06041132100
2677,51,147581,06041101100
3015,59,118167,06041101200
4412,149,41094,06029002813
4050,133,79688,06029002818
4084,103,41346,06029003103
7970,780,46659,06029003122
7448,219,29099,06029000200
8331,615,121102,06029000503
6282,336,32292,06029001101
6049,527,23096,06029001202
5613,230,60660,06029001802
4300,191,20791,06029000400
6089,259,87869,06077005127
6246,278,38355,06077002701
3930,181,44000,06077003111
4993,112,52946,06077003306
4375,242,53397,06077003305
2048,79,19200,06077000300
10290,868,48726,06077001500
2816,44,78375,06077003210
3266,89,96118,06077003214
5225,210,42939,06077003307
2671,202,36200,06077003407
2215,74,46607,06077004001
9919,405,91364,06077004102
4068,174,49976,06077004203
2924,114,57931,06077004204
5947,254,101957,06077005003
5993,353,83600,06077005004
8926,390,102361,06077005106
7083,271,65383,06077005305
5620,269,48113,06077000900
7034,275,100769,06073009202
4681,122,126442,06073009506
4174,153,91653,06073009602
3628,203,86250,06073009604
4991,288,78359,06073010001
5670,76,43856,06073010013
3821,160,99083,06073010015
3230,106,46723,06073010111
5455,174,47133,06073010502
3567,97,102578,06073011000
2467,18,137083,06073011300
3548,126,27101,06073012002
4676,148,57945,06071003612
5112,123,69394,06071003801
5531,122,58785,06071003803
4951,233,57473,06071003804
4366,220,56576,06071004001
5975,310,60737,06071004003
5599,268,70964,06071004004
6404,355,59288,06071004101
6290,289,51161,06071004103
6360,537,41533,06071004104
4449,154,59000,06071004301
3655,53,31111,06071004302
5054,162,54650,06071004403
4598,251,48571,06071004404
4989,308,55500,06071004505
5498,353,42917,06071004507
5251,196,83722,06071004509
5422,194,47370,06071004510
5526,319,38848,06071004603
5621,265,49453,06071004604
1580,47,15928,06071005701
4995,369,33843,06071006203
4277,259,35280,06071006204
4477,158,52056,06071006601
6248,311,67083,06071006603
3383,136,49816,06071006604
6611,335,56757,06071007109
5084,235,83211,06071007110
5039,78,36896,06071007303
4909,251,38018,06071007305
6070,193,52702,06071007306
5401,96,84744,06097150800
6083,360,41806,06019006602
4699,161,59315,06019005801
3617,138,39796,06019002200
4750,289,22514,06019000600
4528,194,70880,06019003600
3136,62,68857,06019004601
4435,169,25114,06019002800
7095,221,108971,06019005505
3339,125,40000,06019006802
3437,94,128406,06029002811
6941,678,30728,06029002000
5903,119,37043,06029002700
6123,125,74786,06029003124
10535,427,71283,06039000507
4296,221,31966,06039000602
4144,146,68667,06037201120
2893,136,46976,06037201200
5367,230,60088,06037201501
5514,122,64769,06037201700
2000,92,39750,06037203300
8947,0,100809,06037206020
4351,105,52537,06037208610
4446,230,48910,06037208620
5950,365,29190,06037209102
2596,107,75469,06037211701
2788,130,106550,06037135201
5067,129,123542,06037137000
4915,373,92156,06037137501
4702,82,89507,06037651002
5018,207,139643,06037651201
3697,148,92083,06037651221
2733,48,153667,06037670403
4433,100,143721,06037670413
7185,224,132527,06037670701
6223,17,94315,06037700300
5267,248,107621,06037701501
3305,119,75417,06037701701
4110,84,90769,06037702201
3435,89,135430,06037702700
4679,131,62061,06037702801
6503,250,109389,06037703001
7261,301,58949,06037900504
5542,283,36000,06037900602
4649,270,90625,06075026004
5048,132,130050,06075030101
8127,249,127219,06075033000
4782,241,108698,06075025403
3738,127,78891,06075026401
4438,93,128417,06075030202
7487,263,100266,06075035300
5670,194,113944,06075047600
3429,0,63281,06075010600
4839,193,80500,06075061000
3548,94,151750,06075020300
4793,139,179018,06075020700
6458,260,105039,06075020800
4080,187,184620,06075021100
3105,63,195375,06075021200
2590,144,156458,06075021300
5548,65,25323,06075010700
3278,40,121406,06075016200
3254,104,128594,06075016900
5256,295,152813,06075025200
3889,57,62414,06075010100
3329,26,128333,06075011200
3742,72,194412,06075013400
2624,0,107568,06075015100
4261,125,99167,06073013416
2071,51,135577,06073013417
4198,119,64330,06073014102
4854,175,46145,06073014601
8008,380,73459,06073014700
7831,347,62316,06073015404
5178,294,53458,06073015902
8974,677,127640,06059052422
4884,186,85000,06059052424
2891,68,116613,06001443001
5244,352,124338,06001450200
4954,121,106477,06001427800
7277,205,140405,06001428301
3654,67,94514,06001433000
7991,410,58521,06001433200
4659,305,113659,06001435200
2704,96,142857,06001436402
3536,134,85543,06001437600
7596,243,100776,06001440301
4122,131,78350,06001407700
2125,84,67708,06071011500
3263,73,54237,06071001803
7566,373,62743,06071002602
4691,135,48238,06071002901
6182,148,54103,06071002902
7323,325,64773,06071010018
7903,560,32596,06071009500
6537,325,52921,06071009713
7658,403,34679,06071009716
9593,638,44383,06071010402
3096,147,44881,06071010409
6659,269,30594,06071010411
4011,138,34841,06071010700
4911,313,52117,06071010019
4692,241,48182,06071010022
5354,178,61144,06071010024
7733,497,49985,06071011800
8818,553,81657,06071009715
4965,213,51533,06071010012
4305,254,102946,06085501102
3226,175,50346,06085501401
3000,63,104615,06085502302
4116,119,97550,06085502604
3071,125,57857,06085503117
5286,181,83162,06085503118
4788,197,55719,06085503121
3602,102,26019,06085503122
2830,144,151696,06085502603
3901,109,47636,06085503123
4107,92,190282,06085503329
7849,93,210313,06085503330
3405,68,103661,06085503331
5642,138,109344,06085503332
4495,60,120250,06085503322
3859,105,139479,06085512200
4568,217,101719,06085506601
3998,136,160577,06085506701
5860,139,141250,06085506702
7344,240,158750,06085506803
5858,59,205726,06085507401
5054,158,141186,06085508602
8274,475,157357,06085508703
3884,160,127870,06085508800
6188,266,73182,06037481202
2558,92,94531,06037481800
2650,76,90179,06037482001
6760,141,66103,06037482002
4478,148,65786,06037482522
4912,70,56920,06037500600
4864,57,96071,06037501200
6937,191,68882,06037502200
6919,153,77065,06037502700
5816,124,94375,06037502901
3851,41,92772,06037503801
2942,150,107361,06037503901
7254,295,57445,06037543100
5124,157,46250,06037543202
5872,113,86435,06037543304
5226,204,98704,06037543604
3949,285,49417,06037302002
7622,276,86250,06037503703
4416,121,103523,06059063803
4356,239,58563,06059099249
4963,135,61023,06059062611
3549,54,53316,06059062627
3618,168,67375,06067007209
5422,177,63004,06067007403
9610,484,93085,06067007421
2709,169,54068,06067007422
6866,415,43322,06067007501
7016,398,44022,06067007701
5634,133,60299,06067007801
3657,150,63340,06067008113
4794,98,109333,06059052526
5700,192,67636,06037404901
6596,370,73566,06037405500
4389,88,75023,06037408401
6646,200,86667,06037408402
3583,172,27420,06037910402
3482,105,102225,06037920331
4780,231,127983,06037138000
4631,123,82443,06037181600
2963,92,76042,06037187200
3096,150,61190,06037191420
5548,180,99660,06037195500
5042,284,74167,06037408212
4037,120,81379,06037408626
5655,169,73548,06037431800
4221,182,68306,06037460302
3138,83,136389,06037463700
2846,18,201250,06037400205
1862,0,,06037402404
1836,29,152321,06037108104
3509,220,66793,06037113301
6537,336,49500,06065042723
7090,534,44654,06065043001
5960,220,56400,06065043005
3336,183,98750,06065043217
5029,63,102554,06065043222
5142,130,56187,06065043306
2741,197,31505,06065043403
6814,112,44055,06065043508
6885,545,63188,06077005110
3429,187,49034,06077003602
6399,367,50372,06077004302
8606,162,106563,06077005202
4438,201,49450,06077001800
6505,220,62008,06077004201
8947,629,87149,06077005119
1703,92,27396,06077000600
6844,363,36839,06077003113
6320,287,77596,06077004305
3882,85,50056,06077005126
4103,253,50893,06077003110
3938,192,28177,06077003406
4209,154,45093,06077005109
2280,97,24770,06077000500
0,0,,06061990000
2145,66,57125,06063000501
1649,25,75096,06063000502
1201,16,56742,06065030101
2277,104,66711,06065030103
7650,185,70270,06065030104
4499,184,50757,06065031601
4542,240,80889,06065040101
7493,474,54727,06037402600
6903,97,64583,06037402902
6950,370,62300,06037403000
3703,90,108822,06037403322
5348,279,118481,06037403325
6690,149,76635,06037403600
5628,447,57377,06037403722
5665,184,75931,06037404701
3110,169,55455,06037404703
5617,319,78667,06037405101
5553,282,87102,06037405600
3951,143,63672,06037405900
5206,135,79203,06037406000
2002,104,75398,06037406411
2123,47,85156,06037406412
1977,62,96164,06037407400
3836,146,85968,06037408302
6673,223,120721,06037408503
2958,114,89107,06037408624
4975,296,84234,06037480012
6146,378,92743,06037462500
6979,342,59693,06071007409
5922,305,39293,06071007410
5166,360,43068,06071007603
4806,130,67704,06071007604
4512,167,99923,06071007903
6378,339,126042,06071007904
6112,204,74848,06071008601
4182,126,60272,06071008602
4035,70,49500,06071008709
4417,156,32438,06071008710
6639,309,62120,06071009109
2671,27,112826,06001423601
5201,118,101678,06001427700
3743,222,133547,06037271400
5694,273,93972,06037271701
3071,93,55417,06037271801
2872,40,96750,06037273800
4071,85,158056,06037276400
5674,53,91667,06037276500
3100,95,124219,06037277100
6289,224,64273,06037293201
4278,194,49952,06037294810
5835,110,129025,06037300701
6750,88,50205,06037301502
6112,161,39053,06037301601
5946,132,76602,06037302102
2766,86,110508,06037143902
3111,139,55909,06037183620
3597,123,112250,06037187300
2201,30,96793,06037189702
2705,139,59395,06037199110
3224,121,32355,06037191720
3909,164,59719,06037197200
2692,109,39184,06037199900
6018,240,112611,06037650101
2961,52,70625,06037574800
5549,145,51108,06037574902
5171,200,53933,06037575103
5208,110,44855,06037575902
5021,207,47083,06037576401
7767,517,34819,06037600202
4147,171,64625,06037600400
2542,141,42143,06037600602
2805,119,106146,06083002006
10983,357,82839,06083002007
4008,140,88333,06083002009
4495,371,51655,06083002103
3613,137,69074,06083002209
6440,375,50361,06083002706
5033,222,38818,06083002206
6601,424,78152,06083002303
7781,618,33734,06083002702
4416,228,50887,06083002703
7591,304,87261,06083002802
2505,152,66845,06083002806
3852,19,106750,06083002913
3237,72,96250,06083002914
5426,76,102750,06083000400
3008,56,70179,06083001203
1050,28,53355,06083001800
2620,64,99583,06083001905
3196,45,86534,06083002012
2302,57,52045,06083002708
3662,83,143646,06083002907
5852,174,116949,06083002909
7074,348,93389,06083002008
2332,82,57212,06067008136
1123,5,24918,06067000600
2567,0,12417,06067000700
5152,123,60162,06067001800
5103,432,57446,06067002200
5016,255,68289,06067002900
7450,56,55409,06067003000
3267,60,69631,06067003900
3655,63,107212,06067004012
7492,404,47039,06067004905
5585,220,89861,06067007904
3843,163,70994,06067008138
2799,62,84605,06067008211
2340,67,84727,06067009309
4951,337,57380,06067008208
5137,179,118611,06067008504
6999,120,104901,06067008600
5227,408,47917,06067009008
5687,301,91885,06067009307
2300,19,91136,06067009406
6385,217,56464,06073013102
3062,343,44844,06001420400
6606,124,107664,06001428200
4625,161,96920,06001441100
8113,262,105766,06001441602
4693,350,133304,06001451501
5570,165,77813,06001403600
3394,82,155556,06001405000
4007,131,130658,06001400400
4178,12,70795,06001403300
3921,68,58170,06001401300
7149,363,23819,06001408800
2905,26,26353,06001403000
8904,49,124942,06075015700
4008,70,182868,06075016400
778,53,69408,06111001206
675,162,28631,06111003012
5863,53,102526,06111003609
3226,112,70486,06111003010
4962,84,89787,06111003612
5539,198,55217,06111003011
5509,198,87606,06111003013
5033,77,50694,06111003801
2849,99,67798,06111003802
5978,189,64439,06111004304
2295,123,52727,06111004305
2208,94,64226,06111004505
7788,653,36791,06111004506
5707,211,69205,06111004710
3552,193,59286,06111004711
5417,155,70521,06111004715
5066,212,80417,06111004716
4716,122,56458,06037127920
1425,33,95152,06037572400
986,7,13500,06037572800
4597,155,37723,06037573201
4158,236,40677,06037573300
3721,113,35436,06037218210
3148,115,51604,06037218600
6149,234,41019,06037218900
4239,45,43103,06037219300
3376,80,43611,06037221220
2363,0,12235,06037221820
2845,109,28082,06037224010
3385,137,46162,06037224600
5184,252,101250,06085508900
7570,325,92448,06085509000
4957,203,131004,06085509107
3563,114,123438,06085509303
2906,111,215250,06085510100
3145,47,233125,06085511910
4934,21,133219,06085511911
8465,522,106862,06085512505
2404,89,99000,06085512602
3920,235,161806,06085506804
6602,118,189527,06085507301
4968,67,192813,06085507903
4286,58,211250,06085507906
3408,222,171324,06085508102
7144,310,169512,06085508401
3131,86,179688,06085508403
6575,292,147632,06085508503
3722,132,167109,06085508601
5051,104,167288,06085509102
3461,49,32122,06071010423
2078,53,34139,06071010424
3171,137,66538,06071010803
2620,75,66127,06071010804
4121,20,79053,06071010901
2097,110,73243,06071010902
1929,36,41838,06071011001
1423,71,68036,06071011002
3232,183,61813,06071011101
1760,78,60662,06071011102
1404,52,50945,06071011203
1685,23,75375,06071011204
1163,55,35556,06071011205
951,20,34500,06071011206
4507,229,50043,06071011401
3451,190,43183,06071011403
4585,208,58922,06071011404
5815,200,56806,06071012001
5653,417,49053,06071012002
5860,324,64250,06071012101
3562,153,33583,06071012103
5280,164,62609,06071012104
18685,311,94915,06071012200
3456,100,91438,06013313203
3454,81,79255,06019004216
5362,372,55587,06019003809
4512,326,41969,06037535001
3648,109,39960,06037535002
5353,254,59933,06037536103
3900,254,49444,06037536104
3685,90,56089,06037542103
3473,140,66389,06037542104
4781,169,48125,06037542105
3523,130,51496,06037542106
7863,471,77426,06037543306
2911,177,67750,06037550201
5710,205,82009,06037550202
4636,219,66250,06037543905
4574,163,78611,06037544001
3187,86,80625,06037544002
5960,262,77292,06037550601
4328,72,87500,06037550602
4141,150,68388,06037550901
5803,227,63205,06037550902
3964,242,54549,06037551101
5427,245,59407,06037551102
4582,165,65880,06037551401
4677,226,79353,06037551402
4596,97,71656,06037551501
4898,155,85766,06037551502
4188,138,86818,06037552001
3409,141,68600,06037552002
4482,120,88205,06037552301
4107,235,66278,06037552302
5093,126,94010,06013361000
2798,65,90400,06013362000
5531,142,77061,06013364002
5931,221,80110,06013380000
2940,127,167600,06013385100
1797,69,124028,06013390200
5330,282,52238,06013307102
